name	x	y	z	size	material	manufacturer	group	hemisphere
iEEG01	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG02	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG03	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG04	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG05	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG06	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG07	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG08	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG09	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG14	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG16	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG17	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG18	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG19	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG20	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG21	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG22	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG23	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG24	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG25	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG26	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG27	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG28	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG29	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG30	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG31	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG32	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG33	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG34	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG35	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG36	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG37	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG38	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG39	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG40	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG41	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG42	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
iEEG43	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
